creator_id,content_vertical,region,tenure_days,live_sessions_28d,avg_session_min,avg_concurrent_viewers,total_watch_time_hrs_28d,new_followers_28d,follower_base,follower_growth_rate_28d,unique_gifters_28d,diamonds_28d,repeat_gifter_rate,comments_per_session,community_guideline_strikes_90d,est_monthly_revenue_usd,days_since_last_live,R_score,F_score,M_score,RFM_score,cluster,segment,high_potential,high_potential_proba
C101091,Education/Talk,Germany,649,9,25.878154173707518,272.8872926749193,1059.3,16,314,0.051,8,1977.0,0.337,35.7,0,9.88,1,4,3,5,12,0,High-Reach Veterans,0,0.017902386823688554
C101092,Education/Talk,Poland,55,3,36.902046594295555,139.03355402995027,256.5,45,50,0.9,1,258.0,0.145,50.8,0,1.29,6,1,1,1,3,2,Rising Talent,1,0.8963762145950412
C101093,Music & Dance,Poland,573,9,20.45051778735523,104.6088741263517,320.9,16,430,0.0372,11,1258.0,0.27,13.3,0,6.29,0,5,3,4,12,4,Star Creators,0,0.005001320132138156
C101094,Beauty & Fashion,Poland,672,10,26.09216014823797,17.320814698479307,75.3,125,4078,0.0307,17,1136.0,0.227,16.5,0,5.68,10,1,3,4,8,1,At Risk / Dormant,0,0.010248318821755533
C101095,Beauty & Fashion,UK,361,12,51.60280436708853,58.009910919836095,598.7,26,452,0.0575,1,718.0,0.487,35.6,0,3.59,2,3,4,3,10,4,Star Creators,0,0.1170045223683423
C101096,Beauty & Fashion,Poland,718,10,36.47768331619537,38.707367338190124,235.3,28,822,0.0341,20,440.0,0.557,14.0,0,2.2,15,1,3,2,6,1,At Risk / Dormant,0,0.02210712497960415
C101097,Beauty & Fashion,UK,314,10,48.38996628403325,58.87175135415759,474.8,43,718,0.0599,4,636.0,0.704,37.8,0,3.18,4,2,3,3,8,1,At Risk / Dormant,0,0.3307236397274843
C101098,Comedy & Lifestyle,Poland,636,7,65.6013570448578,31.95738071279147,244.6,50,330,0.1515,9,2049.0,0.407,58.3,0,10.24,11,1,2,5,8,1,At Risk / Dormant,0,0.05612410966023318
C101099,Beauty & Fashion,France,52,7,32.344558161277746,41.60334051036821,157.0,13,50,0.26,2,225.0,0.162,21.6,0,1.12,0,5,2,1,8,3,Steady Core,0,0.23396214534188686
C101100,Gaming,Germany,308,10,45.731865015485546,37.70837087768759,287.4,44,292,0.1507,9,1716.0,0.739,30.6,0,8.58,5,2,3,5,10,4,Star Creators,1,0.6765921790329567
C101101,Cooking & Food,France,414,11,28.948696008323232,34.297140187316394,182.0,14,90,0.1556,8,817.0,0.201,21.4,0,4.08,8,1,4,3,8,1,At Risk / Dormant,0,0.05635885733071986
C101102,Cooking & Food,Poland,195,7,21.67036791322261,106.87621542275706,270.2,32,405,0.079,4,234.0,0.243,39.1,0,1.17,17,1,2,1,4,1,At Risk / Dormant,0,0.1290273644543998
C101103,Cooking & Food,Germany,135,6,19.670202304513232,48.41189739353622,95.2,29,228,0.1272,3,241.0,0.381,67.4,0,1.2,0,5,1,1,7,3,Steady Core,0,0.4064847366867956
C101104,Cooking & Food,Germany,567,10,45.2648928095,80.3335968332284,606.0,35,1077,0.0325,12,2205.0,0.216,24.3,0,11.02,0,5,3,5,13,4,Star Creators,0,0.0037559286513431573
C101105,Beauty & Fashion,Spain,543,9,38.12940920728472,151.57552597051844,866.9,1,50,0.02,8,998.0,0.48,51.5,0,4.99,5,2,3,4,9,0,High-Reach Veterans,0,0.012157299090941745
C101106,Music & Dance,France,272,7,81.50875990558053,98.28552424346474,934.6,30,464,0.0647,2,656.0,0.237,30.5,0,3.28,0,5,2,3,10,3,Steady Core,0,0.1180163902368674
C101107,Comedy & Lifestyle,Spain,124,13,57.017897222937115,92.60960108616565,1144.1,21,116,0.181,4,751.0,0.081,23.6,0,3.76,0,5,5,3,13,3,Steady Core,0,0.1343476788335828
C101108,Education/Talk,Germany,470,8,26.434985672649933,74.47855338834873,262.5,38,934,0.0407,2,22.0,0.297,42.2,0,0.11,3,3,2,1,6,3,Steady Core,0,0.0068186592824423424
C101109,Gaming,UK,150,7,57.126159244081876,97.1864323476917,647.7,5,50,0.1,3,1104.0,0.627,16.0,0,5.52,3,3,2,4,9,4,Star Creators,0,0.26031263763876605
C101110,Comedy & Lifestyle,Germany,448,8,34.987446950486095,17.020131628801725,79.4,51,455,0.1121,9,1509.0,0.124,90.5,0,7.54,3,3,2,5,10,1,At Risk / Dormant,0,0.24773577660342577
C101111,Beauty & Fashion,Spain,206,11,53.25289563693502,45.64231346870154,445.6,56,445,0.1258,1,559.0,0.202,27.2,0,2.8,0,5,4,3,12,3,Steady Core,0,0.033486477842391796
C101112,Beauty & Fashion,France,163,2,27.704991841354698,59.143630651561494,54.6,22,192,0.1146,3,573.0,0.17,31.0,2,2.86,2,3,1,3,7,3,Steady Core,0,0.05468974569209422
C101113,Music & Dance,Poland,493,7,24.977693775267888,70.93693446907372,206.7,16,271,0.059,10,674.0,0.517,62.7,0,3.37,1,4,2,3,9,3,Steady Core,0,0.044024201145341606
C101114,Education/Talk,Poland,140,8,25.370041228486745,45.77725451253234,154.8,35,56,0.625,2,203.0,0.397,29.1,0,1.02,5,2,2,1,5,2,Rising Talent,1,0.7233288133797432
C101115,Education/Talk,France,154,5,26.213029110153926,97.87652645609596,213.8,70,161,0.4348,2,473.0,0.171,52.9,0,2.37,1,4,1,2,7,2,Rising Talent,1,0.8498370393663269
C101116,Gaming,Poland,342,6,26.87546823686404,148.64459095224422,399.5,18,274,0.0657,4,642.0,0.337,36.6,0,3.21,1,4,1,3,8,3,Steady Core,0,0.19060038674420607
C101117,Comedy & Lifestyle,Poland,77,8,30.37250724581191,56.72572173395564,229.7,10,50,0.2,1,438.0,0.224,60.0,0,2.19,4,2,2,2,6,1,At Risk / Dormant,0,0.27123441646359997
C101118,Beauty & Fashion,Spain,239,9,47.85037805487856,136.6000813688332,980.5,74,292,0.2534,1,487.0,0.229,39.5,0,2.44,4,2,3,2,7,1,At Risk / Dormant,0,0.3366223024577594
C101119,Gaming,France,340,7,74.32879574879131,29.016498778156617,251.6,34,331,0.1027,4,1380.0,0.328,99.5,0,6.9,0,5,2,5,12,4,Star Creators,0,0.6318757079362496
C101120,Cooking & Food,Italy,672,6,14.294799403362571,72.14215727809982,103.1,10,136,0.0735,11,261.0,0.303,43.4,0,1.3,3,3,1,1,5,3,Steady Core,0,0.014158999597628806
C101121,Cooking & Food,UK,96,7,51.255060860372375,33.04235094849999,197.6,72,66,1.0909,1,662.0,0.526,102.1,0,3.31,4,2,2,3,7,2,Rising Talent,1,0.9597890702704065
C101122,Comedy & Lifestyle,UK,340,9,32.00961089944111,171.70386485717725,824.4,2,50,0.04,2,672.0,0.213,19.6,0,3.36,2,3,3,3,9,0,High-Reach Veterans,0,0.04397379396904876
C101123,Comedy & Lifestyle,Poland,205,8,46.250973663238526,85.07811483004791,524.7,4,50,0.08,2,951.0,0.215,42.9,0,4.76,7,1,2,4,7,1,At Risk / Dormant,0,0.10685599653555662
C101124,Education/Talk,UK,167,10,11.206590495540595,148.19059057274762,276.8,10,50,0.2,2,114.0,0.424,46.8,0,0.57,0,5,3,1,9,3,Steady Core,0,0.29488986843838394
C101125,Music & Dance,France,544,15,55.71868283822469,22.862048268638745,318.5,87,2596,0.0335,7,2539.0,0.555,29.6,0,12.7,13,1,5,5,11,4,Star Creators,0,0.027912040784953535
C101126,Gaming,France,127,9,5.904376857310872,67.34396765110802,59.6,43,292,0.1473,7,203.0,0.319,71.3,0,1.02,1,4,3,1,8,3,Steady Core,1,0.5499978710223506
C101127,Music & Dance,Germany,307,6,51.62173391004822,80.54596236089559,415.8,10,129,0.0775,9,1438.0,0.434,57.5,0,7.19,3,3,1,5,9,4,Star Creators,1,0.6135731439610896
C101128,Music & Dance,Germany,581,8,50.51649291707206,5.577789932064369,37.6,27,326,0.0828,5,1746.0,0.109,59.7,0,8.73,0,5,2,5,12,3,Steady Core,0,0.021117391022488306
C101129,Beauty & Fashion,UK,442,8,37.86511451443201,36.73471366597771,185.5,57,1540,0.037,10,453.0,0.375,69.4,0,2.26,4,2,2,2,6,1,At Risk / Dormant,0,0.26595886622138326
C101130,Comedy & Lifestyle,Italy,74,14,27.572799901581963,17.49204399130956,112.5,55,149,0.3691,2,662.0,0.424,29.1,0,3.31,3,3,5,3,11,4,Star Creators,0,0.5138921035282691
C101131,Music & Dance,Germany,465,12,56.21577015137806,138.89256117891202,1561.6,2,50,0.04,6,610.0,0.525,20.1,0,3.05,12,1,4,3,8,1,At Risk / Dormant,0,0.021386397205968657
C101132,Gaming,Germany,520,11,49.03946716950091,217.5061270541774,1955.5,8,141,0.0567,3,902.0,0.428,31.8,0,4.51,2,3,4,4,11,0,High-Reach Veterans,0,0.04461445574639198
C101133,Beauty & Fashion,France,404,11,31.850708245383206,52.21084881268236,304.9,28,225,0.1244,8,374.0,0.383,32.5,0,1.87,5,2,4,2,8,1,At Risk / Dormant,0,0.15021564358097053
C101134,Education/Talk,Italy,626,6,49.5855300683907,36.216353586698496,179.6,13,251,0.0518,4,496.0,0.503,54.6,0,2.48,0,5,1,2,8,3,Steady Core,0,0.05621749938930266
C101135,Gaming,Poland,292,5,40.2791253618209,21.389216302369004,71.8,79,880,0.0898,3,827.0,0.243,25.6,0,4.14,0,5,1,3,9,3,Steady Core,0,0.05605299498868772
C101136,Comedy & Lifestyle,UK,567,11,49.37140599117614,281.07915870632013,2544.2,51,864,0.059,9,477.0,0.165,67.7,0,2.39,11,1,4,2,7,0,High-Reach Veterans,0,0.06494189515728965
C101137,Music & Dance,Germany,146,11,43.045353115815246,33.66231586759079,265.7,54,377,0.1432,4,590.0,0.232,59.6,0,2.95,1,4,4,3,11,3,Steady Core,0,0.2719855444617005
C101138,Music & Dance,Italy,562,13,49.72568882663604,5.0,53.9,68,2469,0.0275,13,2208.0,0.152,89.0,0,11.04,9,1,5,5,11,4,Star Creators,0,0.030256612540182116
C101139,Education/Talk,Italy,596,9,47.98292852774183,58.95743258182366,424.3,91,1583,0.0575,3,209.0,0.188,46.0,0,1.04,0,5,3,1,9,3,Steady Core,0,0.011816668867504976
C101140,Comedy & Lifestyle,UK,616,13,33.38600810508889,21.090529117009286,152.6,32,584,0.0548,10,491.0,0.183,19.3,0,2.46,4,2,5,2,9,1,At Risk / Dormant,0,0.010263593919488336
C101141,Beauty & Fashion,Italy,288,14,16.49245120618707,62.424900702772845,240.2,4,60,0.0667,6,800.0,0.239,64.2,0,4.0,3,3,5,3,11,4,Star Creators,0,0.2276176140959101
C101142,Education/Talk,Italy,667,10,43.05530359154455,100.43506018240686,720.7,52,1394,0.0373,8,178.0,0.249,26.1,0,0.89,13,1,3,1,5,1,At Risk / Dormant,0,0.005533057827464167
C101143,Music & Dance,Italy,584,16,68.69313188295213,83.16954516824774,1523.5,105,2088,0.0503,13,2361.0,0.176,84.3,0,11.8,2,3,5,5,13,4,Star Creators,0,0.021210212844580304
C101144,Beauty & Fashion,Germany,463,7,39.48726459436169,18.380456688332107,84.7,148,3924,0.0377,13,2381.0,0.128,14.2,0,11.9,0,5,2,5,12,3,Steady Core,0,0.008760881030690528
C101145,Comedy & Lifestyle,UK,93,10,45.73795492851243,45.37223185182862,345.9,18,103,0.1748,1,348.0,0.254,8.5,0,1.74,2,3,3,2,8,3,Steady Core,0,0.08097238561171274
C101146,Comedy & Lifestyle,Italy,85,11,39.52246216293295,39.072367878998435,283.1,36,134,0.2687,3,256.0,0.329,81.1,0,1.28,6,1,4,1,6,1,At Risk / Dormant,1,0.8100395340407002
C101147,Education/Talk,Italy,211,13,50.69545777075782,52.246067968306356,573.9,16,65,0.2462,3,343.0,0.501,26.6,0,1.72,0,5,5,2,12,4,Star Creators,0,0.27279202622735527
C101148,Comedy & Lifestyle,Germany,343,12,37.042614071620584,49.71702929856972,368.3,27,336,0.0804,2,529.0,0.547,18.5,0,2.64,0,5,4,2,11,3,Steady Core,0,0.07132733474979097
C101149,Comedy & Lifestyle,UK,260,10,32.42024602556163,107.53016701202003,581.0,31,311,0.0997,4,1195.0,0.5,54.0,0,5.98,6,1,3,4,8,1,At Risk / Dormant,0,0.5045630884474278
C101150,Comedy & Lifestyle,France,310,7,59.31639486209143,138.66027613670732,959.6,102,1083,0.0942,5,527.0,0.086,40.7,0,2.64,6,1,2,2,5,1,At Risk / Dormant,0,0.10219560406960602
C101151,Comedy & Lifestyle,Germany,386,7,31.09821400945123,23.37315917241476,84.8,68,630,0.1079,8,1186.0,0.188,27.7,1,5.93,0,5,2,4,11,3,Steady Core,0,0.03579758713349704
C101152,Education/Talk,UK,136,10,53.17627061645386,78.37366940201302,694.6,37,184,0.2011,1,291.0,0.175,35.3,0,1.46,4,2,3,1,6,1,At Risk / Dormant,0,0.0941783305747846
C101153,Education/Talk,Italy,602,10,56.7479351223022,197.80102276783694,1870.8,150,3172,0.0473,7,293.0,0.398,10.6,0,1.46,0,5,3,1,9,3,Steady Core,0,0.005822390907510268
C101154,Education/Talk,UK,282,6,47.85247937902401,250.48312528440087,1198.6,17,99,0.1717,2,830.0,0.166,57.8,0,4.15,5,2,1,3,6,0,High-Reach Veterans,0,0.3452065937045147
C101155,Comedy & Lifestyle,UK,705,12,18.700687287372087,124.71798108327502,466.5,50,2209,0.0226,4,2023.0,0.863,17.5,0,10.12,1,4,4,5,13,4,Star Creators,0,0.05983238786025384
C101156,Gaming,Poland,564,13,42.48878836600496,69.11028461939534,636.2,79,2743,0.0288,5,577.0,0.138,7.1,0,2.88,1,4,5,3,12,4,Star Creators,0,0.006383164832748627
C101157,Cooking & Food,UK,189,10,30.371500041914704,84.1666030590801,426.0,18,183,0.0984,3,353.0,0.286,85.6,0,1.76,4,2,3,2,7,1,At Risk / Dormant,0,0.4872396047677669
C101158,Comedy & Lifestyle,France,274,6,31.694012845465846,46.28186028326951,146.7,26,230,0.113,3,932.0,0.187,26.8,0,4.66,9,1,1,4,6,1,At Risk / Dormant,0,0.03633126242492626
C101159,Gaming,UK,328,11,44.56952857223569,160.6736302813913,1312.9,45,450,0.1,16,730.0,0.356,12.7,0,3.65,0,5,4,3,12,4,Star Creators,1,0.3399256005567718
C101160,Comedy & Lifestyle,France,518,8,53.5188094943327,83.01286171079713,592.4,48,1278,0.0376,6,1598.0,0.311,34.5,0,7.99,0,5,2,5,12,4,Star Creators,0,0.020565259220166412
C101161,Gaming,Italy,618,15,33.74605211763843,55.10571333452543,464.9,22,610,0.0361,15,945.0,0.6,49.2,0,4.73,1,4,5,4,13,4,Star Creators,0,0.03459994264400371
C101162,Beauty & Fashion,France,84,4,32.429259885894886,43.414507133393165,93.9,12,50,0.24,1,200.0,0.164,51.7,0,1.0,10,1,1,1,3,1,At Risk / Dormant,0,0.19980016685231927
C101163,Comedy & Lifestyle,Italy,345,10,36.091733391398215,59.91808026698193,360.4,14,75,0.1867,6,1420.0,0.111,20.7,0,7.1,8,1,3,5,9,1,At Risk / Dormant,0,0.043491518984910486
C101164,Beauty & Fashion,Italy,680,10,52.458065683164676,71.1891133501357,622.4,103,3185,0.0323,8,255.0,0.342,42.4,0,1.28,9,1,3,1,5,1,At Risk / Dormant,0,0.007450606507913023
C101165,Comedy & Lifestyle,France,562,6,35.81501434276738,12.208372208911658,43.7,28,984,0.0285,9,1609.0,0.233,92.1,0,8.04,1,4,1,5,10,3,Steady Core,0,0.05248757835329311
C101166,Comedy & Lifestyle,Germany,515,12,18.95650240360989,185.8826461317435,704.7,75,517,0.1451,9,384.0,0.228,9.2,1,1.92,1,4,4,2,10,3,Steady Core,0,0.0460606395412377
C101167,Music & Dance,Spain,244,6,14.81802063968498,144.71709749202233,214.4,36,251,0.1434,6,1033.0,0.61,28.1,0,5.16,0,5,1,4,10,3,Steady Core,0,0.318275936878909
C101168,Gaming,UK,140,6,48.529132198187455,76.20593237711,369.8,25,136,0.1838,3,1738.0,0.083,42.0,0,8.69,8,1,1,5,7,1,At Risk / Dormant,0,0.1230658548959579
C101169,Beauty & Fashion,Poland,198,10,23.58977390171147,75.24576757988822,295.8,9,88,0.1023,5,64.0,0.285,12.2,0,0.32,1,4,3,1,8,3,Steady Core,0,0.07632620543786954
C101170,Education/Talk,Spain,362,5,49.53395433699589,31.76376836343549,131.1,44,216,0.2037,3,249.0,0.378,8.5,0,1.25,3,3,1,1,5,3,Steady Core,0,0.06451828603570618
C101171,Cooking & Food,UK,284,9,14.280115163773377,5.0,10.7,48,829,0.0579,3,795.0,0.467,27.3,0,3.98,1,4,3,3,10,4,Star Creators,0,0.10227485507390577
C101172,Education/Talk,UK,24,12,29.607949250924975,46.102864424879165,273.0,31,50,0.62,2,115.0,0.127,50.8,0,0.58,2,3,4,1,8,2,Rising Talent,1,0.8662770241926245
C101173,Beauty & Fashion,Italy,530,14,15.041467257197777,72.08505038030384,253.0,19,603,0.0315,4,1643.0,0.373,30.6,0,8.22,1,4,5,5,14,4,Star Creators,0,0.010432539756700917
C101174,Education/Talk,UK,186,13,45.67107680655724,62.194487188577575,615.4,23,50,0.46,2,675.0,0.147,18.2,0,3.38,1,4,5,3,12,2,Rising Talent,0,0.46590847574956085
C101175,Music & Dance,Poland,129,9,58.15252704218068,5.0,43.6,49,110,0.4455,7,283.0,0.331,45.2,0,1.42,2,3,3,1,7,2,Rising Talent,1,0.6945942759746336
C101176,Comedy & Lifestyle,UK,252,5,46.09128396923135,103.52637102543552,397.6,61,867,0.0704,7,1445.0,0.335,30.8,0,7.22,1,4,1,5,10,4,Star Creators,0,0.15281473063776269
C101177,Gaming,France,379,11,22.453146232730827,34.99010637304318,144.0,38,865,0.0439,4,2213.0,0.37,9.2,0,11.06,7,1,4,5,10,4,Star Creators,0,0.049268504834112666
C101178,Comedy & Lifestyle,Spain,57,5,27.385575414091008,15.425115472051829,35.2,6,50,0.12,0,136.0,0.715,81.0,0,0.68,3,3,1,1,5,3,Steady Core,0,0.6601930711526
C101179,Music & Dance,France,77,6,50.0691227779253,161.46086361153877,808.4,37,50,0.74,1,402.0,0.637,39.7,0,2.01,0,5,1,2,8,2,Rising Talent,1,0.933219277693028
C101180,Cooking & Food,Poland,486,9,9.199684934227811,191.14351656467625,263.8,48,931,0.0516,7,737.0,0.355,36.2,0,3.68,1,4,3,3,10,0,High-Reach Veterans,0,0.014686685477084828
C101181,Beauty & Fashion,UK,566,9,31.382975834181455,10.404219962357264,49.0,24,174,0.1379,6,908.0,0.324,30.4,0,4.54,0,5,3,4,12,4,Star Creators,0,0.012217494681101627
C101182,Education/Talk,Poland,25,5,63.52893833004205,21.33653926217167,113.0,15,50,0.3,2,118.0,0.265,47.8,0,0.59,1,4,1,1,6,3,Steady Core,0,0.506486410238928
C101183,Cooking & Food,Italy,90,9,30.685633424179656,29.704741037564894,136.7,7,50,0.14,2,152.0,0.337,17.0,0,0.76,4,2,3,1,6,1,At Risk / Dormant,0,0.07205612001065509
C101184,Gaming,France,161,10,15.206196497424871,137.29156945017618,347.9,46,89,0.5169,6,589.0,0.351,78.6,0,2.94,0,5,3,3,11,2,Rising Talent,1,0.9116913977531327
C101185,Cooking & Food,France,571,14,24.594418220615072,137.1708143939212,787.2,10,354,0.0282,11,1592.0,0.367,70.7,0,7.96,0,5,5,5,15,4,Star Creators,0,0.016840517317043287
C101186,Education/Talk,Germany,625,11,28.093576626320004,25.283611555697412,130.2,121,1197,0.1011,10,522.0,0.218,55.0,0,2.61,1,4,4,2,10,3,Steady Core,0,0.024184893475924472
C101187,Gaming,UK,363,9,80.5255580370581,83.2658513620126,1005.8,49,820,0.0598,3,1453.0,0.269,19.8,0,7.26,3,3,3,5,11,4,Star Creators,0,0.09800541765269549
C101188,Beauty & Fashion,Italy,653,13,59.98518620770844,70.27330153881208,913.3,19,569,0.0334,15,1895.0,0.304,27.1,0,9.48,2,3,5,5,13,4,Star Creators,0,0.005807598836580979
C101189,Comedy & Lifestyle,France,449,15,52.85863623825222,66.37283442523827,877.1,36,326,0.1104,8,470.0,0.662,21.6,0,2.35,1,4,5,2,11,4,Star Creators,0,0.12792139349426432
C101190,Gaming,France,75,11,35.824633246654834,27.405550478739546,180.0,15,76,0.1974,5,221.0,0.436,60.1,0,1.1,8,1,4,1,6,1,At Risk / Dormant,0,0.5108515103833042
C101191,Education/Talk,Italy,529,9,58.310389406165434,68.2988680738113,597.4,24,370,0.0649,11,156.0,0.177,7.9,0,0.78,2,3,3,1,7,3,Steady Core,0,0.006600700560647349
C101192,Beauty & Fashion,Poland,149,9,17.99810541424312,73.23725003804768,197.7,29,271,0.107,6,569.0,0.053,18.2,0,2.84,2,3,3,3,9,3,Steady Core,0,0.07381512409765746
C101193,Education/Talk,Poland,198,9,56.26349270153028,47.41012918355795,400.1,79,1022,0.0773,4,682.0,0.353,56.1,0,3.41,0,5,3,3,11,3,Steady Core,0,0.27152740714314366
C101194,Gaming,UK,393,8,58.70352367356078,75.10958689803515,587.9,22,565,0.0389,6,1333.0,0.238,45.6,0,6.66,4,2,2,4,8,1,At Risk / Dormant,0,0.181258419317293
C101195,Comedy & Lifestyle,Germany,384,13,37.6392860772999,133.49874659787162,1088.7,44,905,0.0486,10,1446.0,0.11,56.4,0,7.23,2,3,5,5,13,4,Star Creators,0,0.2430230596164898
C101196,Cooking & Food,France,587,10,49.4834049652485,108.97849080993329,898.8,55,759,0.0725,8,724.0,0.361,37.6,0,3.62,0,5,3,3,11,3,Steady Core,0,0.023837587864029727
C101197,Cooking & Food,Germany,541,11,26.877098905140137,134.27772695626754,661.6,59,494,0.1194,10,145.0,0.177,41.5,0,0.72,1,4,4,1,9,3,Steady Core,0,0.01593723524264806
C101198,Comedy & Lifestyle,Poland,699,9,18.42727343280547,49.212145569827605,136.0,4,119,0.0336,8,395.0,0.263,10.0,0,1.98,0,5,3,2,10,3,Steady Core,0,0.007346780167565814
C101199,Gaming,Poland,299,6,59.60337023399859,71.574229528356,426.6,79,706,0.1119,3,261.0,0.633,82.7,0,1.3,0,5,1,1,7,3,Steady Core,1,0.7965216146451086
C101200,Comedy & Lifestyle,Spain,15,11,38.77955947234433,40.42927878478104,287.4,79,168,0.4702,1,495.0,0.618,39.5,0,2.48,2,3,4,2,9,2,Rising Talent,1,0.8746690200730617
C101201,Gaming,UK,277,7,52.83205085937602,59.662701699555335,367.7,34,500,0.068,5,894.0,0.359,59.9,0,4.47,1,4,2,4,10,3,Steady Core,0,0.41058978954815256
C101202,Gaming,Spain,393,12,74.7759586480693,60.451639631385305,904.1,70,684,0.1023,5,573.0,0.15,69.4,0,2.86,1,4,4,3,11,3,Steady Core,0,0.21744728371411398
C101203,Beauty & Fashion,Spain,99,8,24.166188914055546,107.17066642280054,345.3,30,50,0.6,2,112.0,0.475,63.5,1,0.56,1,4,2,1,7,2,Rising Talent,1,0.9520082144222628
C101204,Music & Dance,Spain,535,15,42.70409965562048,71.10014871370623,759.1,19,228,0.0833,5,802.0,0.118,39.0,0,4.01,2,3,5,3,11,4,Star Creators,0,0.011510756174839138
C101205,Comedy & Lifestyle,UK,160,9,67.32619520396557,116.4139462492327,1175.7,25,169,0.1479,5,589.0,0.605,39.4,0,2.94,3,3,3,3,9,4,Star Creators,0,0.5239687548781776
C101206,Education/Talk,UK,411,7,49.53407355911218,262.64814583854223,1517.8,24,128,0.1875,3,365.0,0.148,74.0,0,1.82,3,3,2,2,7,0,High-Reach Veterans,0,0.4073226734197077
C101207,Music & Dance,Italy,155,14,31.854236488010372,22.0886585191607,164.2,22,163,0.135,8,449.0,0.163,19.9,0,2.24,0,5,5,2,12,3,Steady Core,0,0.07030362554085656
C101208,Beauty & Fashion,Germany,273,12,20.67473444690782,14.38016984565679,59.5,35,465,0.0753,5,782.0,0.681,15.4,0,3.91,5,2,4,3,9,4,Star Creators,0,0.17944156622944854
C101209,Cooking & Food,Germany,428,9,25.724850878527324,6.702901959797839,25.9,48,378,0.127,9,494.0,0.261,34.6,0,2.47,0,5,3,2,10,3,Steady Core,0,0.09703556645978324
C101210,Music & Dance,Italy,624,17,31.100913256343873,245.40387834810522,2162.5,30,826,0.0363,18,3984.0,0.235,39.3,0,19.92,5,2,5,5,12,0,High-Reach Veterans,0,0.021771947099252172
C101211,Music & Dance,Italy,478,13,50.128288330045855,213.0723755681926,2314.2,52,1113,0.0467,3,2206.0,0.488,23.0,0,11.03,1,4,5,5,14,0,High-Reach Veterans,0,0.0162388164752855
C101212,Beauty & Fashion,Poland,553,6,36.176517607963994,31.74064491922684,114.8,47,962,0.0489,11,331.0,0.302,23.8,0,1.66,1,4,1,2,7,3,Steady Core,0,0.008630659388861097
C101213,Comedy & Lifestyle,Spain,637,19,45.06685126124981,181.81389243428657,2594.7,121,5062,0.0239,1,2337.0,0.527,123.4,0,11.68,3,3,5,5,13,4,Star Creators,0,0.06208011973837093
C101214,Education/Talk,Italy,532,8,24.626588774263592,44.55770849095615,146.3,82,642,0.1277,10,516.0,0.48,52.5,0,2.58,3,3,2,2,7,3,Steady Core,0,0.052262528005627924
C101215,Beauty & Fashion,France,509,6,33.93749138712117,80.79169053187171,274.2,91,1515,0.0601,5,1344.0,0.505,16.3,0,6.72,2,3,1,4,8,1,At Risk / Dormant,0,0.028285078569641856
C101216,Gaming,Germany,20,7,5.0,87.77871852130193,51.2,35,78,0.4487,1,1118.0,0.349,37.4,1,5.59,11,1,2,4,7,2,Rising Talent,0,0.5739922169707857
C101217,Education/Talk,Italy,658,16,40.89260423646255,136.48842800798488,1488.4,26,538,0.0483,7,70.0,0.262,73.4,2,0.35,7,1,5,1,7,1,At Risk / Dormant,0,0.016658728762449528
C101218,Education/Talk,France,370,9,57.894770641771785,33.2673353558437,288.9,63,788,0.0799,2,884.0,0.084,40.4,0,4.42,1,4,3,4,11,3,Steady Core,0,0.03804821026250844
C101219,Beauty & Fashion,France,125,9,13.628811359807294,47.58980679141945,97.3,10,60,0.1667,1,976.0,0.384,16.5,0,4.88,3,3,3,4,10,4,Star Creators,0,0.07964512667329945
C101220,Cooking & Food,France,244,9,40.13885228672632,37.87254888846208,228.0,80,943,0.0848,4,1090.0,0.243,64.8,0,5.45,5,2,3,4,9,1,At Risk / Dormant,0,0.22643974548207532
C101221,Gaming,Poland,552,14,31.00174166830986,172.12525066787734,1245.1,81,429,0.1888,5,1923.0,0.494,92.6,0,9.62,0,5,5,5,15,4,Star Creators,0,0.12477246733127721
C101222,Music & Dance,Poland,175,5,61.14877249702071,83.3421715328827,424.7,11,68,0.1618,4,244.0,0.217,22.5,0,1.22,0,5,1,1,7,3,Steady Core,0,0.0669955466120963
C101223,Cooking & Food,France,528,9,35.51072617977497,100.10051306495276,533.2,57,852,0.0669,5,565.0,0.203,25.4,0,2.82,14,1,3,3,7,1,At Risk / Dormant,0,0.012190177048350787
C101224,Music & Dance,Poland,640,9,53.3917301968786,50.714767121300696,406.2,29,854,0.034,6,1624.0,0.211,35.3,0,8.12,12,1,3,5,9,1,At Risk / Dormant,0,0.008603883850037837
C101225,Education/Talk,Spain,663,12,39.56959432946477,42.63021640344208,337.4,41,1133,0.0362,12,187.0,0.236,63.3,0,0.94,1,4,4,1,9,3,Steady Core,0,0.007433821954485973
C101226,Music & Dance,France,522,10,71.40247022449488,117.91814474506998,1403.3,64,1585,0.0404,5,1210.0,0.825,20.8,0,6.05,1,4,3,4,11,4,Star Creators,0,0.07044958153765993
C101227,Beauty & Fashion,Spain,403,7,40.211157165426535,131.89069827861698,618.7,26,499,0.0521,8,1664.0,0.157,42.5,0,8.32,0,5,2,5,12,3,Steady Core,0,0.14516543390548015
C101228,Cooking & Food,Spain,112,7,23.19771207546507,119.32022654174281,322.9,19,50,0.38,3,306.0,0.629,11.9,0,1.53,4,2,2,2,6,2,Rising Talent,1,0.4549952040411779
